post_id,post_name,post_author,post_date,post_type,post_status,post_title,post_content,post_category,post_tags,custom_field
,,sugimoto,2018/07/13,post,publish,わくわくスポーツ塾  -自分に合ったスポーツを知ろう- のお申込み受付は終了しました。　パナソニックセンター東京 ホールでスポーツ測定会が開催されます。,わくわくスポーツ塾  -自分に合ったスポーツを知ろう- のお申込み受付は終了しました。　パナソニックセンター東京 ホールでスポーツ測定会が開催されます。,お知らせ,,
,,sugimoto,2018/07/12,post,publish,7/21 長野（長野市開催）測定会のお申込み受付は終了しました。,7/21 長野（長野市開催）測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2018/06/20,post,publish,7/22 長野（松本市開催）測定会のお申込み受付は終了しました。,7/22 長野（松本市開催）測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2018/07/11,post,publish,8/25 豊岡測定会のお申込み受付は終了しました。,8/25 豊岡測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2018/06/10,post,publish,青森測定会のお申込み受付は終了しました。,青森測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2018/03/05,post,publish,岡山測定会のお申込み受付を開始（3月17日〆切）,岡山測定会のお申込み受付を開始（3月17日〆切）,お知らせ,,
,,sugimoto,2018/02/21,post,publish,島根測定会のお申込み受付を開始（3月4日〆切）,島根測定会のお申込み受付を開始（3月4日〆切）,お知らせ,,
,,sugimoto,2018/02/20,post,publish,淡路測定会のお申込み受付は終了しました。,淡路測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2018/02/16,post,publish,福島測定会のお申込み受付を開始（3月5日〆切）,福島測定会のお申込み受付を開始（3月5日〆切）,お知らせ,,
,,sugimoto,2018/02/08,post,publish,香川測定会のお申込み受付は終了しました。,香川測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2018/02/07,post,publish,淡路測定会のお申込み受付を開始（2月20日〆切）,淡路測定会のお申込み受付を開始（2月20日〆切）,お知らせ,,
,,sugimoto,2018/02/05,post,publish,徳島測定会のお申込み受付は終了しました。,徳島測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2018/02/02,post,publish,板橋区測定会のお申込み受付は終了しました。,板橋区測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2018/01/26,post,publish,香川測定会のお申込み受付を開始（2月8日〆切）,香川測定会のお申込み受付を開始（2月8日〆切）,お知らせ,,
,,sugimoto,2018/01/23,post,publish,徳島測定会のお申込み受付を開始（2月5日〆切）,徳島測定会のお申込み受付を開始（2月5日〆切）,お知らせ,,
,,sugimoto,2017/12/23,post,publish,板橋区測定会のお申込み受付を開始（2月2日〆切）,板橋区測定会のお申込み受付を開始（2月2日〆切）,お知らせ,,
,,sugimoto,2017/12/07,post,publish,佐賀測定会のお申込み受付は終了しました。,佐賀測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/11/24,post,publish,佐賀測定会のお申込み受付を開始（12月7日〆切）,佐賀測定会のお申込み受付を開始（12月7日〆切）,お知らせ,,
,,sugimoto,2017/11/21,post,publish,札幌測定会のお申込み受付は終了しました。,札幌測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/11/08,post,publish,代々木測定会のお申込み受付は終了しました。,代々木測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/11/06,post,publish,札幌測定会のお申込み受付を開始（11月21日〆切）,札幌測定会のお申込み受付を開始（11月21日〆切）,お知らせ,,
,,sugimoto,2017/10/15,post,publish,釧路測定会のお申込み受付は終了しました。,釧路測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/10/11,post,publish,代々木測定会のお申込み受付を開始（11月8日〆切）,代々木測定会のお申込み受付を開始（11月8日〆切）,お知らせ,,
,,sugimoto,2017/10/01,post,publish,釧路測定会のお申込み受付を開始（10月15日〆切）,釧路測定会のお申込み受付を開始（10月15日〆切）,お知らせ,,
,,sugimoto,2017/09/29,post,publish,金沢測定会のお申込み受付は終了しました。,金沢測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/09/22,post,publish,三鷹市測定会のお申込み受付は終了しました。,三鷹市測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/09/06,post,publish,9/16開催秋田測定会のお申込み受付は終了しました。,9/16開催秋田測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/09/05,post,publish,東広島測定会のお申込み受付は終了しました。,東広島測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/09/04,post,publish,9/17開催秋田測定会のお申込み受付は終了しました。,9/17開催秋田測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/09/03,post,publish,三鷹市測定会のお申込み受付を開始（9月22日〆切）,三鷹市測定会のお申込み受付を開始（9月22日〆切）,お知らせ,,
,,sugimoto,2017/08/29,post,publish,金沢測定会のお申込み受付を開始（9月29日〆切）,金沢測定会のお申込み受付を開始（9月29日〆切）,お知らせ,,
,,sugimoto,2017/08/27,post,publish,モレラ岐阜測定会のお申込み受付は終了しました。,モレラ岐阜測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/08/20,post,publish,福島測定会のお申込み受付は終了しました。,福島測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/08/16,post,publish,9/16開催秋田測定会のお申込み受付を開始（9月6日〆切）,9/16開催秋田測定会のお申込み受付を開始（9月6日〆切）,お知らせ,,
,,sugimoto,2017/08/04,post,publish,モレラ岐阜測定会のお申込み受付を開始（8月27日〆切）,モレラ岐阜測定会のお申込み受付を開始（8月27日〆切）,お知らせ,,
,,sugimoto,2017/08/01,post,publish,9/17開催秋田測定会のお申込み受付を開始（9月4日〆切）,9/17開催秋田測定会のお申込み受付を開始（9月4日〆切）,お知らせ,,
,,sugimoto,2017/07/25,post,publish,福島測定会のお申込み受付を開始（8月20日〆切）,福島測定会のお申込み受付を開始（8月20日〆切）,お知らせ,,
,,sugimoto,2017/07/20,post,publish,"大分（7月22日実施）・福島（8月27日実施）・秋田（9月17日実施）測定会の
チラシの記載に下記の誤りがございました。お詫びして訂正いたします。
訂正箇所：当日スケジュール【7組目】
訂正前：15：20～訂正後：15：30～","大分（7月22日実施）・福島（8月27日実施）・秋田（9月17日実施）測定会の
チラシの記載に下記の誤りがございました。お詫びして訂正いたします。
訂正箇所：当日スケジュール【7組目】
訂正前：15：20～訂正後：15：30～",お知らせ,,
,,sugimoto,2017/07/18,post,publish,東広島測定会のお申込み受付を開始（9月5日〆切）,東広島測定会のお申込み受付を開始（9月5日〆切）,お知らせ,,
,,sugimoto,2017/07/12,post,publish,大分測定会のお申込み受付は終了しました。,大分測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/06/26,post,publish,大分測定会のお申込み受付を開始（7月12日〆切）,大分測定会のお申込み受付を開始（7月12日〆切）,お知らせ,,
,,sugimoto,2017/06/11,post,publish,豊平区測定会のお申込み受付は終了しました。,豊平区測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/05/08,post,publish,豊平区測定会のお申込み受付を開始（6月11日〆切）,豊平区測定会のお申込み受付を開始（6月11日〆切）,お知らせ,,
,,sugimoto,2017/05/07,post,publish,熊本測定会のお申込み受付は終了しました。,熊本測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/04/24,post,publish,熊本測定会のお申込み受付を開始（5月7日〆切）,熊本測定会のお申込み受付を開始（5月7日〆切）,お知らせ,,
,,sugimoto,2017/02/15,post,publish,福島測定会のお申込み受付は終了しました。,福島測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2017/01/30,post,publish,福島測定会のお申込み受付を開始（2月15日〆切）,福島測定会のお申込み受付を開始（2月15日〆切）,お知らせ,,
,,sugimoto,2016/11/20,post,publish,沖縄測定会のお申込み受付は終了しました。,沖縄測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2016/11/17,post,publish,佐賀測定会のお申込み受付は終了しました。,佐賀測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2016/11/16,post,publish,沖縄測定会のを開始（11月20日〆切）,沖縄測定会のを開始（11月20日〆切）,お知らせ,,
,,sugimoto,2016/10/24,post,publish,佐賀測定会のお申込み受付を開始（11月17日〆切）,佐賀測定会のお申込み受付を開始（11月17日〆切）,お知らせ,,
,,sugimoto,2016/10/23,post,publish,帯広測定会のお申込み受付は終了しました。,帯広測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2016/10/16,post,publish,山口測定会のお申込み受付は終了しました。,山口測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2016/10/03,post,publish,"関西ワールドマスターズゲームズ2021 体験型スポーツイベント
スポーツ能力測定会のお申込み受付は終了しました。","関西ワールドマスターズゲームズ2021 体験型スポーツイベント
スポーツ能力測定会のお申込み受付は終了しました。",お知らせ,,
,,sugimoto,2016/09/30,post,publish,山口測定会のお申込み受付を開始（10月16日〆切）,山口測定会のお申込み受付を開始（10月16日〆切）,お知らせ,,
,,sugimoto,2016/09/28,post,publish,"東京都スポーツドリーム2016　DOSAスポーツ能力測定会のお申込み受付は
終了しました。","東京都スポーツドリーム2016　DOSAスポーツ能力測定会のお申込み受付は
終了しました。",お知らせ,,
,,sugimoto,2016/09/25,post,publish,金沢測定会のお申込み受付は終了しました。,金沢測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2016/09/13,post,publish,"関西ワールドマスターズゲームズ2021 体験型スポーツイベント
スポーツ能力測定会のお申込み受付を開始（10月3日〆切）","関西ワールドマスターズゲームズ2021 体験型スポーツイベント
スポーツ能力測定会のお申込み受付を開始（10月3日〆切）",お知らせ,,
,,sugimoto,2016/09/01,post,publish,"東京都スポーツドリーム2016　DOSAスポーツ能力測定会のお申込み受付を開始
      （9月28日〆切）","東京都スポーツドリーム2016　DOSAスポーツ能力測定会のお申込み受付を開始
      （9月28日〆切）",お知らせ,,
,,sugimoto,2016/09/01,post,publish,帯広測定会のお申込み受付を開始（10月23日〆切）,帯広測定会のお申込み受付を開始（10月23日〆切）,お知らせ,,
,,sugimoto,2016/08/23,post,publish,東広島測定会のお申込み受付は終了しました。,東広島測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2016/08/23,post,publish,金沢測定会のお申込み受付を開始（9月25日〆切）,金沢測定会のお申込み受付を開始（9月25日〆切）,お知らせ,,
,,sugimoto,2016/08/21,post,publish,スポーツ能力測定会 in SMARKのお申込み受付は終了しました。,スポーツ能力測定会 in SMARKのお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2016/08/12,post,publish,スポーツ能力測定会 in SMARKのお申込み受付を開始（8月21日〆切）,スポーツ能力測定会 in SMARKのお申込み受付を開始（8月21日〆切）,お知らせ,,
,,sugimoto,2016/07/27,post,publish,大村測定会のお申込み受付は終了しました。,大村測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2016/07/01,post,publish,東広島測定会のお申込み受付を開始（8月23日〆切）,東広島測定会のお申込み受付を開始（8月23日〆切）,お知らせ,,
,,sugimoto,2016/07/01,post,publish,大村測定会のお申込み受付を開始（7月27日〆切）,大村測定会のお申込み受付を開始（7月27日〆切）,お知らせ,,
,,sugimoto,2016/05/29,post,publish,豊平区測定会のお申込み受付は終了しました。,豊平区測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2016/05/21,post,publish,"FNNスーパーニュースWEEKENDで紹介されました。
      Yahoo！ニュースで紹介されました。
      ジョルダンで紹介されました。","FNNスーパーニュースWEEKENDで紹介されました。
      Yahoo！ニュースで紹介されました。
      ジョルダンで紹介されました。
<a href='http://headlines.yahoo.co.jp/hl?a=20160522-00000001-awire-bus_all'>http://headlines.yahoo.co.jp/hl?a=20160522-00000001-awire-bus_all</a>",お知らせ,,
,,sugimoto,2016/05/01,post,publish,豊平区測定会のお申込み受付を開始（5月29日〆切）,豊平区測定会のお申込み受付を開始（5月29日〆切）,お知らせ,,
,,sugimoto,2016/01/06,post,publish,2016年より日本航空の協賛をいただくことになりました。,"2016年より日本航空の協賛をいただくことになりました。
<a href='https://www.dosa.or.jp/information_201601.html'>https://www.dosa.or.jp/information_201601.html</a>",お知らせ,,
,,sugimoto,2015/12/13,post,publish,佐賀測定会のお申込み受付は終了しました。,佐賀測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2015/12/09,post,publish,佐賀測定会お申し込み締切日を12月9日から12月13日までに延長致しました。,佐賀測定会お申し込み締切日を12月9日から12月13日までに延長致しました。,お知らせ,,
,,sugimoto,2015/11/16,post,publish,佐賀測定会のお申込み受付を開始（12月9日〆切）,佐賀測定会のお申込み受付を開始（12月9日〆切）,お知らせ,,
,,sugimoto,2015/11/15,post,publish,世田谷区測定会のお申込み受付は終了しました。,世田谷区測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2015/10/26,post,publish,京都測定会のお申込み受付は終了しました。,京都測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2015/10/20,post,publish,世田谷区測定会のお申込み受付を開始（11月15日〆切）,世田谷区測定会のお申込み受付を開始（11月15日〆切）,お知らせ,,
,,sugimoto,2015/10/18,post,publish,山口測定会のお申込み受付は終了しました。,山口測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2015/10/12,post,publish,唐津測定会のお申込み受付は終了しました。,唐津測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2015/10/08,post,publish,山口測定会お申し込み締切日を10月14日から10月18日までに延長致しました。,山口測定会お申し込み締切日を10月14日から10月18日までに延長致しました。,お知らせ,,
,,sugimoto,2015/09/24,post,publish,京都測定会のお申込み受付を開始（10月26日〆切）,京都測定会のお申込み受付を開始（10月26日〆切）,お知らせ,,
,,sugimoto,2015/09/23,post,publish,恵庭測定会のお申込み受付は終了しました。,恵庭測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2015/09/17,post,publish,唐津測定会のお申込み受付を開始（10月12日〆切）,唐津測定会のお申込み受付を開始（10月12日〆切）,お知らせ,,
,,sugimoto,2015/09/16,post,publish,金沢測定会のお申込み受付は終了しました。,金沢測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2015/09/15,post,publish,山口測定会のお申込み受付を開始（10月18日〆切）,山口測定会のお申込み受付を開始（10月18日〆切）,お知らせ,,
,,sugimoto,2015/09/10,post,publish,"金沢測定会お申し込み締切日を9月10日から9月16日までに延長致しました。
恵庭測定会お申し込み締切日を9月16日から9月23日までに延長致しました。","金沢測定会お申し込み締切日を9月10日から9月16日までに延長致しました。
恵庭測定会お申し込み締切日を9月16日から9月23日までに延長致しました。",お知らせ,,
,,sugimoto,2015/08/18,post,publish,恵庭測定会のお申込み受付を開始（9月23日〆切）,恵庭測定会のお申込み受付を開始（9月23日〆切）,お知らせ,,
,,sugimoto,2015/08/18,post,publish,金沢測定会のお申込み受付を開始（9月16日〆切）,金沢測定会のお申込み受付を開始（9月16日〆切）,お知らせ,,
,,sugimoto,2015/08/18,post,publish,いわき測定会のお申込み受付は終了しました。,いわき測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2015/07/13,post,publish,いわき測定会のお申込み受付を開始（8月17日〆切）,いわき測定会のお申込み受付を開始（8月17日〆切）,お知らせ,,
,,sugimoto,2015/04/13,post,publish,郡山測定会のお申込み受付は終了しました。,郡山測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2015/03/18,post,publish,郡山測定会のお申込み受付を開始（4月12日〆切）,郡山測定会のお申込み受付を開始（4月12日〆切）,お知らせ,,
,,sugimoto,2015/02/24,post,publish,テレビ東京系列「ワールドビジネスサテライト」で紹介される予定です。,テレビ東京系列「ワールドビジネスサテライト」で紹介される予定です。,お知らせ,,
,,sugimoto,2015/02/18,post,publish,KBC九州朝日放送「アサデス。」で紹介されました。,KBC九州朝日放送「アサデス。」で紹介されました。,お知らせ,,
,,sugimoto,2015/02/09,post,publish,佐賀測定会のお申込み受付は終了しました。,佐賀測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2015/02/09,post,publish,那覇測定会のお申込み受付を開始（3月8日〆切）,那覇測定会のお申込み受付を開始（3月8日〆切）,お知らせ,,
,,sugimoto,2015/01/13,post,publish,佐賀測定会のお申込み受付を開始（2月9日〆切）,佐賀測定会のお申込み受付を開始（2月9日〆切）,お知らせ,,
,,sugimoto,2015/01/03,post,publish,テレ朝ニュースで放映されました。,テレ朝ニュースで放映されました。,お知らせ,,
,,sugimoto,2014/11/13,post,publish,2015/02/15佐賀県測定会実施決定,2015/02/15佐賀県測定会実施決定,お知らせ,,
,,sugimoto,2014/11/13,post,publish,2014/12/22東京都板橋区測定会実施決定,2014/12/22東京都板橋区測定会実施決定,お知らせ,,
,,sugimoto,2014/10/26,post,publish,京都測定会のお申込み受付は終了しました。,京都測定会のお申込み受付は終了しました。,お知らせ,,
,,sugimoto,2014/10/15,post,publish,茅ヶ崎測定会の二次お申込み受付は終了しました。,茅ヶ崎測定会の二次お申込み受付は終了しました。,お知らせ,,
,,sugimoto,2014/10/08,post,publish,茅ヶ崎測定会の二次お申込み受付を開始（10月15日〆切）,茅ヶ崎測定会の二次お申込み受付を開始（10月15日〆切）,お知らせ,,
,,sugimoto,2014/10/05,post,publish,岐阜測定会は終了しました。,岐阜測定会は終了しました。,お知らせ,,
,,sugimoto,2014/09/16,post,publish,京都測定会のお申込み受付を開始（10月26日〆切）,京都測定会のお申込み受付を開始（10月26日〆切）,お知らせ,,
,,sugimoto,2014/09/16,post,publish,茅ヶ崎測定会のお申込み受付を開始（10月7日〆切）,茅ヶ崎測定会のお申込み受付を開始（10月7日〆切）,お知らせ,,
,,sugimoto,2014/09/15,post,publish,岐阜測定会のお申込みは終了しました。,岐阜測定会のお申込みは終了しました。,お知らせ,,
,,sugimoto,2014/09/01,post,publish,岐阜測定会のお申込み受付を開始（9月14日〆切）,岐阜測定会のお申込み受付を開始（9月14日〆切）,お知らせ,,
,,sugimoto,2014/09/01,post,publish,札幌・山形測定会は終了しました。,札幌・山形測定会は終了しました。,お知らせ,,
,,sugimoto,2014/08/31,post,publish,日刊スポーツ札幌に掲載されました。,"日刊スポーツ札幌に掲載されました。
<a href='https://www.dosa.or.jp/news_pdf/newsrelease_20140831.pdf'>https://www.dosa.or.jp/news_pdf/newsrelease_20140831.pdf</a>",お知らせ,,
,,sugimoto,2014/08/11,post,publish,"8月15日（金）15:45～16:40放送「U型ライブ」（北海道文化放送）で、
測定会内容の放送決定","8月15日（金）15:45～16:40放送「U型ライブ」（北海道文化放送）で、
測定会内容の放送決定
<a href='https://www.dosa.or.jp/event/news_01.html'>https://www.dosa.or.jp/event/news_01.html</a>",お知らせ,,
,,sugimoto,2014/08/06,post,publish,山形測定会のお申込み受付を開始,山形測定会のお申込み受付を開始,お知らせ,,
,,sugimoto,2014/08/01,post,publish,"Yahoo！Sports navi Doにて「あなたの子供も浅田真央になれる!?
向いているスポーツが分かるテスト」が掲載されました。","Yahoo！Sports navi Doにて「あなたの子供も浅田真央になれる!?
向いているスポーツが分かるテスト」が掲載されました。
<a href='http://dosports.yahoo.co.jp/column/detail/201407290002-spnavido'>http://dosports.yahoo.co.jp/column/detail/201407290002-spnavido</a>",お知らせ,,
,,sugimoto,2014/07/31,post,publish,8月1日より札幌測定会のお申込み受付を開始,8月1日より札幌測定会のお申込み受付を開始,お知らせ,,
,,sugimoto,2014/07/08,post,publish,橋本聖子議員DOSA理事就任ご報告,"橋本聖子議員DOSA理事就任ご報告
<a href='https://www.dosa.or.jp/news_pdf/newsrelease_20140701.pdf'>https://www.dosa.or.jp/news_pdf/newsrelease_20140701.pdf</a>",お知らせ,,
,,sugimoto,2014/07/08,post,publish,2014/8/17　山形県測定会実施決定,"2014/8/17　山形県測定会実施決定
<a href='https://www.dosa.or.jp/event.html'>https://www.dosa.or.jp/event.html</a>",お知らせ,,
,,sugimoto,2014/06/20,post,publish,2014/11/8　京都府測定会実施決定,"2014/11/8　京都府測定会実施決定
<a href='https://www.dosa.or.jp/event.html'>https://www.dosa.or.jp/event.html</a>",お知らせ,,
,,sugimoto,2014/06/20,post,publish,2014/10/4　岐阜県測定会実施決定,"2014/10/4　岐阜県測定会実施決定
<a href='https://www.dosa.or.jp/event.html'>https://www.dosa.or.jp/event.html</a>",お知らせ,,
,,sugimoto,2014/06/18,post,publish,橋本聖子（参議院議員）理事就任,"橋本聖子（参議院議員）理事就任
<a href='http://www.seiko-hashimoto.com'>http://www.seiko-hashimoto.com</a>",お知らせ,,
,,sugimoto,2014/02/07,post,publish,一般社団法人スポーツ能力発見協会設立,一般社団法人スポーツ能力発見協会設立,お知らせ,,
,,sugimoto,2013/11/16,post,publish,東京都板橋区立志村第四中学校にてスポーツパフォーマンス測定会を実施,"東京都板橋区立志村第四中学校にてスポーツパフォーマンス測定会を実施
<a href='https://www.dosa.or.jp/event.html'>https://www.dosa.or.jp/event.html</a>",お知らせ,,
